X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
1481,Navalta,2018,-,Controlled,SC,steps/5 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Walk: Overground,NA,Ao,-0.001745201,NA
1482,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,0,NA
1483,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,0,NA
1484,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,0,NA
1485,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,NA,NA
1486,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,NA,NA
1487,Tedesco,2019,-,Controlled,SC,steps/3 min,Garmin,Vivosmart HR+,Garmin Vivosmart HR+,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",A,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Reading,NA,Se,NA,NA
1488,Wallen,2016,-,Controlled,EE,kcal/58 min,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax),indirect calorimetry,NA,NA,22,11,11,healthy adults,A,H,24.9,5.6,72.7,11.8,173.1,9.9,NA,NA,"QL, AUS",Mixed Activities,Activity,Mi,-0.3557,NA
1489,Wallen,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Electrocardiography (GE Healthcare CASE system),ECG,NA,NA,22,11,11,healthy adults,A,H,24.9,5.6,72.7,11.8,173.1,9.9,NA,NA,"QL, AUS",Mixed Activities,Activity,Mi,-0.0418,NA
1490,Wang,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,wrist,letter,y,ECG,ECG,NA,NA,50,22,28,healthy adults,A,H,37,11.3,NA,NA,NA,NA,23.5,3.1,"OH, USA","Rest, Progressive Intensity Treadmill Ambulation, Recovery",Activity,Mi,NA,NA
1491,Cadmus-Bertram,2017,-,Controlled,HR,bpm,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, random",letter,y,Electrocardiography,ECG,NA,NA,40,20,20,healthy adults,A,H,49.3,9.5,NA,NA,NA,NA,25.1,3.9,"WI, USA",Rest: Seated,Rest,Se,NA,NA
1492,Cadmus-Bertram,2017,-,Controlled,HR,bpm,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, random",letter,y,Electrocardiography,ECG,NA,NA,40,20,20,healthy adults,A,H,49.3,9.5,NA,NA,NA,NA,25.1,3.9,"WI, USA",Run: Treadmill,Activity,At,NA,NA
1493,Dondzila,2018,-,Controlled,SC,steps/5 min,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (New Lifestyles NL-1000 [waist]),accelerometry,"waist, DOM",Waist/Hip,40,17,23,healthy adults,A,H,21.6,2,NA,NA,NA,NA,24.6,4.2,"MI, USA",Jog: Treadmill,NA,At,-0.044795784,NA
1494,Dondzila,2018,-,Controlled,SC,steps/5 min,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (New Lifestyles NL-1000 [waist]),accelerometry,"waist, DOM",Waist/Hip,40,17,23,healthy adults,A,H,21.6,2,NA,NA,NA,NA,24.6,4.2,"MI, USA",Run: Treadmill,NA,At,-0.047619048,NA
1495,Dondzila,2018,-,Controlled,SC,steps/5 min,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (New Lifestyles NL-1000 [waist]),accelerometry,"waist, DOM",Waist/Hip,40,17,23,healthy adults,A,H,21.6,2,NA,NA,NA,NA,24.6,4.2,"MI, USA",Walk: Treadmill,NA,At,-0.133680556,NA
1496,Dondzila,2018,-,Controlled,SC,steps/5 min,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (New Lifestyles NL-1000 [waist]),accelerometry,"waist, DOM",Waist/Hip,40,17,23,healthy adults,A,H,21.6,2,NA,NA,NA,NA,24.6,4.2,"MI, USA",Walk: Treadmill,NA,At,-0.158110883,NA
1497,Dondzila,2018,-,Free-Living,SC,steps/day,Mio,Fuse,Mio Fuse,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (New Lifestyles NL-1000 [waist]),accelerometry,"waist, DOM",Waist/Hip,40,17,23,healthy adults,A,H,21.6,2,NA,NA,NA,NA,24.6,4.2,"MI, USA",Normal Daily Activities,NA,Fr,-0.300332566,NA
1498,An,2016,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, random",full-text,y,Accelerometry (New Lifestyles NL-1000),accelerometry,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Normal Daily Activities,NA,Fr,NA,0.233
1499,Bai,2016,-,Controlled,EE,kcal/25 min,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Oxycon Mobile 5.0),indirect calorimetry,NA,NA,52,28,24,healthy adults,A,H,range: 18-60,NA,NA,NA,NA,NA,24,NA,"IA, USA",Ambulation: Treadmill,Activity,At,0.581585678,NA
1500,Bai,2016,-,Controlled,EE,kcal/25 min,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Oxycon Mobile 5.0),indirect calorimetry,NA,NA,52,28,24,healthy adults,A,H,range: 18-60,NA,NA,NA,NA,NA,24,NA,"IA, USA",Resistance Exercise,Activity,Mi,-0.340801887,NA
1501,Boolani,2019,-,Free-Living,SC,steps/4 hours,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, right",full-text,y,Accelerometry (StepWatch Activity Monitor [ankle]),accelerometry,"ankle, right",LAF,120,74,46,healthy adults,A,H,21.4,3.7,NA,NA,NA,NA,25.1,5.8,"NY, USA",Normal Daily Activities,NA,Fr,-0.19276612,0.2
1502,Breteler,2019,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Waist/Hip,"waist, right",full-text,y,Accelerometry (Actigraph GT9X Link [waist]),accelerometry,"waist, right",Waist/Hip,30,16,14,healthy adults,A,H,40.4,10.6,NA,NA,NA,NA,23.8,NA,Netherlands,Normal Daily Activities,NA,Fr,-0.087053468,0.113
1503,Brooke,2017,-,Free-Living,EE,kcal/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear Mini [upper arm]),accelerometry,"arm, upper triceps, ND",Upper Arm,31,NA,NA,healthy adults,A,H,28.5,9.9,78.6,14.2,174.3,9.6,25.7,3.4,"NE, USA",Normal Daily Activities,NA,Fr,0.154349248,0.152
1504,Ehrler,2016,-,Controlled,SC,steps/200m,Misfit,Shine,Misfit Shine,2012,Torso,necklace,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.1093,NA
1505,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Torso,necklace,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.3493,NA
1506,Ehrler,2016,-,Controlled,SC,steps/200m,Misfit,Shine,Misfit Shine,2012,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.3716,NA
1507,Ehrler,2016,-,Controlled,SC,steps/200m,Misfit,Shine,Misfit Shine,2012,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.3905,NA
1508,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.4018,NA
1509,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.4093,NA
1510,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.4987,NA
1511,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Torso,necklace,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.5309,NA
1512,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.5508,NA
1513,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.559,NA
1514,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Torso,necklace,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.6332,NA
1515,Ehrler,2016,-,Controlled,SC,steps/100m,Misfit,Shine,Misfit Shine,2012,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.7051,NA
1516,Farina,2018,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Waist/Hip,"waist, DOM",full-text,y,Accelerometry (Actigraph GT3X+ [waist]),accelerometry,"waist, DOM, above kneecap",Waist/Hip,25,13,12,older adults,A,H,72.5,4.9,NA,NA,NA,NA,27.4,3.8,UK,Normal Daily Activities,NA,Fr,0.022335737,NA
1517,Farina,2018,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, DOM",full-text,y,Accelerometry (Actigraph GT3X+ [waist]),accelerometry,"waist, DOM, above kneecap",Waist/Hip,25,13,12,older adults,A,H,72.5,4.9,NA,NA,NA,NA,27.4,3.8,UK,Normal Daily Activities,NA,Fr,-0.001346008,NA
1518,Farina,2018,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Waist/Hip,"waist, DOM",full-text,y,Accelerometry (New Lifestyles NL-2000i [waist]),accelerometry,"waist, DOM, above kneecap",Waist/Hip,25,13,12,older adults,A,H,72.5,4.9,NA,NA,NA,NA,27.4,3.8,UK,Normal Daily Activities,NA,Fr,-0.075828521,NA
1519,Farina,2018,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, DOM",full-text,y,Accelerometry (New Lifestyles NL-2000i [waist]),accelerometry,"waist, DOM, above kneecap",Waist/Hip,25,13,12,older adults,A,H,72.5,4.9,NA,NA,NA,NA,27.4,3.8,UK,Normal Daily Activities,NA,Fr,-0.107743084,NA
1520,Ferguson,2015,-,Free-Living,EE,kcal/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, upper triceps, L",Upper Arm,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,-0.159400998,NA
1521,Ferguson,2015,-,Free-Living,SC,steps/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, upper triceps, L",Upper Arm,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,-0.105833919,NA
1522,Kooiman,2015,1,Free-Living,SC,steps/7.5 hours,Misfit,Shine,Misfit Shine,2012,Waist/Hip,front pants pocket,full-text,y,Accelerometry (ActivPAL [thigh]),accelerometry,"thigh, underneath clothing",Thigh,56,18,38,healthy adults,A,H,"M: 37.1 ± 10.6 
F: 30 ± 9.5",NA,NA,NA,NA,NA,"M: 23.6 ± 2.2 kg/m2
F: 22.5 ± 2.1 kg/m2",NA,Netherlands,Normal Daily Activities,NA,Fr,0.010565111,0.011
1523,Murakami,2016,-,Controlled,EE,kcal/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, random",letter,y,Direct (whole-room) calorimetry,direct calorimetry,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Simulated Free-Living,Activity,Mi,0.061395127,NA
1524,Murakami,2016,-,Free-Living,EE,kcal/day,Misfit,Shine,Misfit Shine,2012,Wrist,"wrist, random",letter,y,Doubly labelled water,Doubly labelled water,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Normal Daily Activities,NA,Fr,-0.099507432,NA
1525,Schmal,2018,-,Controlled,SC,steps/day,Misfit,Shine,Misfit Shine,2012,LAF,ankle,full-text,y,Manual count,manual count,NA,NA,22,11,11,elderly with operative treatment of proximal femur fractures,A,NH,81,8,NA,NA,NA,NA,25.9,5.4,Denmark,Simulated Free-Living,NA,Mi,NA,NA
1526,Böselt,2017,-,Free-Living,EE,kcal/day,Polar,A300,Polar A300,2015,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, left",Upper Arm,20,17,3,COPD,A,NH,66.4,7.4,NA,NA,NA,NA,28.9,5.4,Germany,Normal Daily Activities,NA,Fr,NA,NA
1527,Böselt,2017,-,Free-Living,SC,steps/day,Polar,A300,Polar A300,2015,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, left",Upper Arm,20,17,3,COPD,A,NH,66.4,7.4,NA,NA,NA,NA,28.9,5.4,Germany,Normal Daily Activities,NA,Fr,NA,NA
1528,Navalta,2018,-,Controlled,SC,steps/5 min,Polar,A360,Polar A360,2015,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Walk: Overground,NA,Ao,-0.026055705,NA
1529,Navalta,2018,-,Controlled,SC,steps/5 min,Polar,A360,Polar A360,2015,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Walk: Overground,NA,Ao,-0.041884817,NA
1530,Navalta,2018,-,Controlled,SC,steps/5 min,Polar,A360,Polar A360,2015,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Run: Overground,NA,Ao,-0.049390635,NA
1531,Navalta,2018,-,Controlled,SC,steps/5 min,Polar,A360,Polar A360,2015,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Run: Overground,NA,Ao,-0.090556274,NA
1532,Lee,2015,1,Free-Living,SC,steps/day,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Accelerometry (Yamax Digi-Walker SW-701 [hip]),accelerometry,"hip, right",Waist/Hip,37,19,18,healthy adults,A,H,"M: 21.6 ± 2.8 
F: 21.1 ± 2.5",NA,"M: 78.8 ± 9.2 kg
F: 63.5 ± 6.2 kg",NA,"M: 175.6 ± 4.9 cm
F: 165.5 ± 1.2 cm",NA,"M: 25.5 ± 2.6 kg/m2
F: 23.2 ± 2.3 kg/m2",NA,"IL, USA",Normal Daily Activities,NA,Fr,0.44,NA
1533,Lee,2015,2,Controlled,SC,steps/3 min,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,43,22,21,healthy adults,A,H,"M: 20.9 ± 1.9 
F: 20.9 ± 2.1",NA,"M: 78.5 ± 9.0 kg
F: 63.8 ± 10.3 kg",NA,"M: 175.6 ± 4.7 cm
F: 165.8 ± 5.8 cm",NA,"M: 25.5 ± 2.7 kg/m2
F: 23.1 ± 2.9 kg/m2",NA,"IL, USA",Walk: Treadmill,NA,At,-0.06741573,NA
1534,Lee,2015,2,Controlled,SC,steps/3 min,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,43,22,21,healthy adults,A,H,"M: 20.9 ± 1.9 
F: 20.9 ± 2.1",NA,"M: 78.5 ± 9.0 kg
F: 63.8 ± 10.3 kg",NA,"M: 175.6 ± 4.7 cm
F: 165.8 ± 5.8 cm",NA,"M: 25.5 ± 2.7 kg/m2
F: 23.1 ± 2.9 kg/m2",NA,"IL, USA",Walk: Treadmill,NA,At,-0.079365079,NA
1535,Lee,2015,2,Controlled,SC,steps/3 min,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,43,22,21,healthy adults,A,H,"M: 20.9 ± 1.9 
F: 20.9 ± 2.1",NA,"M: 78.5 ± 9.0 kg
F: 63.8 ± 10.3 kg",NA,"M: 175.6 ± 4.7 cm
F: 165.8 ± 5.8 cm",NA,"M: 25.5 ± 2.7 kg/m2
F: 23.1 ± 2.9 kg/m2",NA,"IL, USA",Walk: Treadmill,NA,At,-0.083832335,NA
1536,Lee,2015,2,Controlled,SC,steps/3 min,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,43,22,21,healthy adults,A,H,"M: 20.9 ± 1.9 
F: 20.9 ± 2.1",NA,"M: 78.5 ± 9.0 kg
F: 63.8 ± 10.3 kg",NA,"M: 175.6 ± 4.7 cm
F: 165.8 ± 5.8 cm",NA,"M: 25.5 ± 2.7 kg/m2
F: 23.1 ± 2.9 kg/m2",NA,"IL, USA",Walk: Treadmill,NA,At,-0.10543131,NA
1537,Lee,2015,2,Controlled,SC,steps/3 min,Polar,Active,Polar Active,2011,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,43,22,21,healthy adults,A,H,"M: 20.9 ± 1.9 
F: 20.9 ± 2.1",NA,"M: 78.5 ± 9.0 kg
F: 63.8 ± 10.3 kg",NA,"M: 175.6 ± 4.7 cm
F: 165.8 ± 5.8 cm",NA,"M: 25.5 ± 2.7 kg/m2
F: 23.1 ± 2.9 kg/m2",NA,"IL, USA",Walk: Treadmill,NA,At,-0.159574468,NA
1538,An,2016,-,Free-Living,SC,steps/day,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Accelerometry (New Lifestyles NL-1000),accelerometry,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Normal Daily Activities,NA,Fr,NA,0.26
1539,Brooke,2017,-,Free-Living,EE,kcal/day,Polar,Loop,Polar Loop,2013,Wrist,"wrist, left",full-text,y,Accelerometry (Bodymedia SenseWear Mini [upper arm]),accelerometry,"arm, upper triceps, ND",Upper Arm,31,NA,NA,healthy adults,A,H,28.5,9.9,78.6,14.2,174.3,9.6,25.7,3.4,"NE, USA",Normal Daily Activities,NA,Fr,0.016661995,0.13
1540,Šimůnek,2016,-,Free-Living,SC,steps/day,Polar,Loop,Polar Loop,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, right",Waist/Hip,20,14,6,healthy adults,A,H,34,6.3,NA,NA,NA,NA,24.3,4,Czech Republic,Normal Daily Activities,NA,Fr,0.283543762,0.28
1541,Šimůnek,2016,-,Free-Living,SC,steps/day,Polar,Loop,Polar Loop,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Yamax Digi-Walker SW-701),accelerometry,"hip, right",Waist/Hip,20,14,6,healthy adults,A,H,34,6.3,NA,NA,NA,NA,24.3,4,Czech Republic,Normal Daily Activities,NA,Fr,0.091637092,0.089
1542,Smith,2019,-,Controlled,SC,steps/140m,Polar,Loop,Polar Loop,2013,Wrist,"wrist, both",full-text,y,Manual count,manual count,NA,NA,32,21,11,"adults, lower limb prosthetics",A,NH,49.7,14,87.8,21.1,176.1,11.6,28.1,5.3,"AZ, USA",Walk: Overground,NA,Ao,-0.131,NA
1543,Wahl,2017,-,Controlled,EE,kcal/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,Activity,At,0.564,NA
1544,Wahl,2017,-,Controlled,EE,kcal/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,Activity,At,0.538,NA
1545,Wahl,2017,-,Controlled,EE,kcal/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,Activity,At,0.512,NA
1546,Wahl,2017,-,Controlled,EE,kcal/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,Activity,At,0.412,NA
1547,Wahl,2017,-,Controlled,EE,kcal/2.4km,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,10,5,5,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Overground,Activity,Ao,0.221,NA
1548,Wahl,2017,-,Controlled,EE,kcal/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Ambulation: Treadmill,Activity,At,0.056,NA
